Y;X
53.03061506;140.3573399
67.34834724;74.85821227
37.92791399;70.71455766
52.71161631;27.9045346
-74.29944781;-12.0332757
-79.66522909;-147.4400328
-86.63321402;-136.1572684
75.55381378;105.0370464
25.69606678;-103.8435514
53.36381707;39.54628396
65.68629953;161.7465712
-34.95605186;146.3412972
34.19458443;-97.07275084
43.8611547;-106.421923
-9.600396173;22.05966791
-12.5491323;-51.21019535
79.95439767;-71.27582764
63.76208291;171.4112502
52.18682273;-83.87050008
7.920312304;-9.065634889
54.09600017;45.41865296
-84.79045639;101.0370112
68.02146354;22.22479432
67.83347607;155.6153933
7.653873407;19.21225792
-89.44795515;-169.6498123
15.50069057;99.14997083
5.028043023;8.553700145
53.63639583;64.79353798
-82.94499582;146.9493494
-32.94021287;-61.32674577
-69.02193009;109.5109545
32.85860975;85.41730797
74.28555937;90.03271098
69.73648986;173.682894
66.57855687;-138.1844854
43.14635147;-78.60136803
48.45981859;112.6752516
47.37721153;-101.6997323
-81.69332787;45.36062983
-78.74974916;-47.89924755
-81.35918158;97.57078398
-88.7765803;97.42345342
36.34158642;46.5013822
64.84168043;95.7509815
46.42488587;47.13824198
-46.10892781;-69.26738072
-24.29592805;144.2757111
64.48807036;-125.3361557
-26.17275558;-48.88772589
-10.90105206;-40.15814999
66.70558745;-129.0761868
-68.15641335;124.3036557
-0.760504105;30.59464811
7.009453442;-2.179054218
-83.78566157;-164.5377788
-10.32458431;-57.79930035
23.61712168;46.39586848
62.05618124;121.3203871
-74.12192477;146.4732596
-5.675700775;23.34850272
-80.76729955;79.98356102
-78.56646582;125.5017613
-26.65408397;-66.01795141
14.26662965;106.5010701
-12.12092772;15.79856583
34.10676734;103.3391537
42.187003;14.26139679
-84.22071573;162.4086448
-74.94420287;155.2050081
78.15945088;-27.03128876
66.8947345;-70.13076044
38.95227373;-89.19397339
53.55528186;-106.1183558
-72.88267547;111.831276
-12.23561102;33.45244816
32.22962971;95.87714547
-83.8189839;-148.3000619
37.09641684;93.64051566
-18.41307095;-53.62737679
33.18715368;115.5599251
67.94940399;65.83232993
57.16410605;71.3390078
-68.46494441;92.9953698
-88.12040369;-19.49420177
-70.5482639;58.93169308
-1.267587129;-56.11110523
66.72995437;89.69762772
44.78626136;109.4408189
-76.26211457;-26.99904153
-35.58106066;-71.72836648
36.01091798;-108.2545668
-29.00529014;128.1428252
-4.215748065;105.6847718
-87.31283494;171.5460695
-0.323638653;42.18325974
65.04271513;-110.9864591
47.6433795;-67.00686024
3.033253;35.50030919
2.206159022;-58.49819452
-86.02245479;-153.0958364
8.894145985;31.10084956
37.23879409;56.23207977
16.58501126;-91.80727163
70.30513572;25.86051692
-85.42228961;-88.47821785
23.3960363;-8.705448584
79.85103019;-61.05371738
19.18734568;56.00300087
29.37016187;31.74333279
-87.78013025;88.57971439
-81.29046299;-134.138283
13.48918039;123.3475484
14.40602637;21.31657079
39.9475099;107.2635575
68.09770467;116.1135555
27.18630772;-109.3433839
70.37973828;-48.56601499
57.06464749;76.62295968
67.19007471;132.9600449
27.82101942;19.28325117
-77.11711037;-130.370455
28.34477979;76.47000885
61.66555462;138.4460677
30.76476754;53.11305156
-76.44077049;-123.4964043
63.24999914;-93.62756035
43.85485556;43.63024907
-69.73688458;64.55563973
-75.9718319;1.16936877
-82.98969612;24.14232119
-6.164398647;-39.07353203
32.82581038;37.86422817
-78.12398648;-10.1417906
58.60648964;100.6255607
-8.802755799;-77.94133669
-74.02658155;49.42507569
49.85770901;2.640858621
56.58425493;115.7385515
10.42420706;13.87745668
69.25696767;34.52543533
44.00910753;-84.80722448
41.35957081;-102.0149827
23.14261487;107.0221427
44.61422738;102.0772596
73.88643992;-117.0604101
55.11284532;52.60558592
38.21841685;114.6215902
0.489300536;99.13041713
52.18897952;106.7169279
12.76416827;36.63264615
-88.40498491;81.45753689
35.01112366;110.069993
31.28783514;27.13810484
-22.61005298;-56.43949665
61.32707009;13.14055807
-68.35261736;137.8267019
-88.01740205;-53.00929785
-24.13046114;16.18329655
10.51577365;22.5554582
-23.37696101;135.4968634
27.03011765;102.2092125
-88.535579;25.24460448
-80.29438963;-29.09056772
67.47431179;105.6281251
58.69743671;-93.86028535
-73.46288078;-62.56240516
-89.76006507;-111.1249945
49.00329366;39.45038701
70.58731171;-76.26580127
44.70795715;5.381367516
48.29404778;-111.0728123
-84.64854633;11.70057052
-77.87669383;32.95806027
25.43563709;66.4605775
-16.90455636;-42.24355332
18.85932905;35.97671837
16.56891317;-12.59853244
-81.67459235;-123.7064123
-17.74866167;-47.63700201
-28.4157781;141.7638614
50.87955318;20.58957175
34.46399702;62.15685505
-26.21299713;31.97901058
69.77321968;122.0033276
69.41183853;-104.4599501
-68.77535999;117.5500938
56.42801821;29.59791472
52.56043055;-71.84497909
23.56982341;20.66658409
36.11629784;-84.45566349
-15.96448352;27.7923838
69.1200042;-149.9989733
-88.06716557;-67.7250287
27.60503242;71.23973249
65.98432132;-39.91041157
-31.75095814;117.7933583
44.01871295;68.13213674
17.80778403;11.67315989
-22.69010782;46.26652268
62.02119785;61.70367246
71.92193492;78.85937145
34.9496611;-119.7624551
-78.42603034;-33.93779777
-79.23935865;-86.15940665
63.72689948;25.30446651
-84.40683298;-35.46463715
-14.53069192;-69.65563258
59.92294914;-116.7483505
46.92624641;-75.6228622
-83.73143579;-67.82578155
-22.77710298;139.7555809
-89.90476139;141.9508196
1.301680599;12.19888779
-76.82750358;-93.68229132
-18.81118781;144.8515567
13.87844174;-8.964371142
-88.32553628;131.465273
-89.72594505;-101.011028
8.425046676;44.25363373
-89.14244965;15.86435839
-87.82565688;4.156165154
48.94967136;75.320317
-74.38805573;-68.87468571
17.00342342;-98.11934487
-3.024857362;14.77811895
72.49456997;-27.96627677
11.41137452;-69.55346316
-14.23318713;38.55067486
-75.09583214;-135.452192
-8.883703201;-65.85805906
66.14352396;99.83357331
-72.66427094;30.36350764
-17.23390874;126.5126508
67.08897533;83.66109606
-1.735076748;-52.03459265
58.98682341;-135.004466
53.10857807;134.8709283
22.74845345;-80.50881543
-87.17831691;-0.42833223
70.16629957;126.237827
37.21062274;120.0893865
-89.88122295;35.18571278
-72.37079449;5.719818206
-35.80060177;140.8142793
51.13876114;13.36104068
31.5219023;-91.24627469
-89.68732775;39.79059072
-9.597199669;-70.12051591
42.56441933;60.67140364
-82.84385098;88.87121036
-76.68123424;62.30951695
8.298250385;38.56499233
21.25482506;-87.91078127
62.45303909;86.03748793
0.008524629;25.47675433
54.70653763;-66.73951873
-4.102311018;-62.44023948
44.72803463;88.2066718
-16.93608076;47.58594606
-89.03742505;156.0505779
28.28155081;0.521397651
48.34149245;137.7949916
-88.85492099;-160.643291
-82.58048027;-9.930392306
-85.22817039;108.4797792
51.99062251;96.63293941
50.98210362;-117.3651712
-83.4084644;-61.78519819
-39.48456949;-68.90725392
-54.65966747;-68.42142713
42.67336685;128.3143105
-25.27097847;121.0925977
63.098445;-133.5226198
-75.58685597;89.78674629
-21.52805158;33.49654485
-17.71584417;15.68845325
70.12022781;30.10756628
-82.4470123;36.40789921
47.9649969;56.42585787
51.59218952;35.37737726
-84.09424579;75.08737499
59.4961903;43.65624884
-77.76314854;43.92842392
54.70362041;-100.8340778
-31.05843385;150.6267902
56.17076337;-125.2804516
-79.64888367;-19.92839571
-84.36996454;-42.56008908
-82.43773043;28.12937865
60.17275698;-73.51288746
71.41525659;-112.9645207
52.93928519;8.396677683
0.59768607;122.1469316
-83.60144853;15.86785959
-88.12180397;-173.721472
-26.37388887;152.982081
